Project,Fundraise,Pre-valuation,Stage,Investors,Category,Date,Year,Month,Quarter,Valuation_Multiple
Camp Network,25.0,250.0,Series A,Blockchain Capital,Layer-2,2025-04-29,2025,2025-04,2025Q2,10.0
Camp Network,25.0,250.0,Series A,1kx,Layer-2,2025-04-29,2025,2025-04,2025Q2,10.0
Camp Network,25.0,250.0,Series A,OKX Ventures,Layer-2,2025-04-29,2025,2025-04,2025Q2,10.0
Camp Network,25.0,250.0,Series A,Lattice Capital,Layer-2,2025-04-29,2025,2025-04,2025Q2,10.0
Camp Network,25.0,250.0,Series A,Paper Ventures,Layer-2,2025-04-29,2025,2025-04,2025Q2,10.0
Miden,25.0,250.0,Seed Round,Andreessen Horowitz (a16z),Blockchain,2025-04-29,2025,2025-04,2025Q2,10.0
Miden,25.0,250.0,Seed Round,1kx,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.0
Miden,25.0,250.0,Seed Round,Hack VC,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.0
Miden,25.0,250.0,Seed Round,P2 Ventures,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.0
Miden,25.0,250.0,Seed Round,MH Ventures,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.0
Miden,25.0,250.0,Seed Round,Finality Capital Partners,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.0
Miden,25.0,250.0,Seed Round,Sreeram Kannan,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.0
Miden,25.0,250.0,Seed Round,Symbolic Capital,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.0
Miden,25.0,250.0,Seed Round,Rune Christensen,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.0
Unto,14.0,144.0,Funding Round,Electric Capital,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.285714285714286
Unto,14.0,144.0,Funding Round,Framework Ventures,Blockchain,2025-04-29,2025,2025-04,2025Q2,10.285714285714286
ROVR,3.0,26.0,Seed Round,Borderless Capital,Infrastructure,2025-04-29,2025,2025-04,2025Q2,8.666666666666666
ROVR,3.0,26.0,Seed Round,GEODNET,Infrastructure,2025-04-29,2025,2025-04,2025Q2,8.666666666666666
WineFi,2.0,20.0,Seed Round,SFC Capital,Blockchain Service,2025-04-26,2025,2025-04,2025Q2,10.0
WineFi,2.0,20.0,Seed Round,Coterie Holdings,Blockchain Service,2025-04-26,2025,2025-04,2025Q2,10.0
Magicblock,8.0,75.0,Seed Round,Lightspeed Venture Partners,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Mechanism Capital,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Delphi Ventures,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Robot Ventures,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,chainyoda.eth,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Matt Sorg,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Equilibrium Ventures,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Maven 11 Capital,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Anatoly Yakovenko,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Mert Mumtaz,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Tristan Yver,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Pivot Global,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Magicblock,8.0,75.0,Seed Round,Theo Gonella,Infrastructure,2025-04-25,2025,2025-04,2025Q2,9.375
Nous Research,20.0,200.0,Seed Round,Delphi Digital (Delphi Labs),Artificial Intelligence,2025-04-25,2025,2025-04,2025Q2,10.0
Nous Research,20.0,200.0,Seed Round,Distributed Global,Artificial Intelligence,2025-04-25,2025,2025-04,2025Q2,10.0
Nous Research,20.0,200.0,Seed Round,North Island Ventures,Artificial Intelligence,2025-04-25,2025,2025-04,2025Q2,10.0
Nous Research,50.0,1000.0,Series A,Paradigm,Artificial Intelligence,2025-04-25,2025,2025-04,2025Q2,20.0
Theo,20.0,200.0,Funding Round,Hack VC,DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Theo,20.0,200.0,Funding Round,Manifold Trading,DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Theo,20.0,200.0,Funding Round,Amber Group,DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Theo,20.0,200.0,Funding Round,Selini Capital,DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Theo,20.0,200.0,Funding Round,Mirana Ventures,DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Theo,20.0,200.0,Funding Round,SCB Limited,DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Theo,20.0,200.0,Funding Round,Metalayer Ventures,DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Theo,20.0,200.0,Funding Round,Anthos Capital,DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Theo,20.0,200.0,Funding Round,MEXC Global (Privcode Capital),DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Theo,20.0,200.0,Funding Round,Flowdesk,DeFi,2025-04-24,2025,2025-04,2025Q2,10.0
Catalysis,1.0,13.0,Pre-seed,Crypto Times,Infrastructure,2025-04-24,2025,2025-04,2025Q2,13.0
Catalysis,1.0,13.0,Pre-seed,Richard Malone,Infrastructure,2025-04-24,2025,2025-04,2025Q2,13.0
Catalysis,1.0,13.0,Pre-seed,FunFair Ventures,Infrastructure,2025-04-24,2025,2025-04,2025Q2,13.0
Catalysis,1.0,13.0,Pre-seed,Cosmostation,Infrastructure,2025-04-24,2025,2025-04,2025Q2,13.0
Catalysis,1.0,13.0,Pre-seed,SpaceshipDAO,Infrastructure,2025-04-24,2025,2025-04,2025Q2,13.0
Catalysis,1.0,13.0,Pre-seed,Hashed Emergent,Infrastructure,2025-04-24,2025,2025-04,2025Q2,13.0
Catalysis,1.0,13.0,Pre-seed,Presto Labs,Infrastructure,2025-04-24,2025,2025-04,2025Q2,13.0
Catalysis,1.0,13.0,Pre-seed,Eric Ashdown,Infrastructure,2025-04-24,2025,2025-04,2025Q2,13.0
Catalysis,1.0,13.0,Pre-seed,Dhivesh Govender,Infrastructure,2025-04-24,2025,2025-04,2025Q2,13.0
Inco Network,5.0,50.0,Strategic Round,1kx,Blockchain,2025-04-24,2025,2025-04,2025Q2,10.0
Inco Network,5.0,50.0,Strategic Round,a16z crypto CSX,Blockchain,2025-04-24,2025,2025-04,2025Q2,10.0
Inco Network,5.0,50.0,Strategic Round,Coinbase Ventures,Blockchain,2025-04-24,2025,2025-04,2025Q2,10.0
Inco Network,5.0,50.0,Strategic Round,South Park Commons,Blockchain,2025-04-24,2025,2025-04,2025Q2,10.0
Inco Network,5.0,50.0,Strategic Round,Script Capital,Blockchain,2025-04-24,2025,2025-04,2025Q2,10.0
Inco Network,5.0,50.0,Strategic Round,Orange DAO,Blockchain,2025-04-24,2025,2025-04,2025Q2,10.0
Securitize,400.0,4000.0,Funding Round,Mantle,RWA (Real World Assets),2025-04-24,2025,2025-04,2025Q2,10.0
MASK,5.0,50.0,Funding Round,DWF Labs,Social,2025-04-23,2025,2025-04,2025Q2,10.0
Symbiotic,29.0,290.0,Series A,Pantera Capital,Liquid Staking Protocols,2025-04-23,2025,2025-04,2025Q2,10.0
Symbiotic,29.0,290.0,Series A,Coinbase Ventures,Liquid Staking Protocols,2025-04-23,2025,2025-04,2025Q2,10.0
ANLOG,15.0,150.0,Funding Round,Bolts Capital,Infrastructure,2025-04-22,2025,2025-04,2025Q2,10.0
Tally,8.0,80.0,Series A,Blockchain Capital,Governance,2025-04-22,2025,2025-04,2025Q2,10.0
Tally,8.0,80.0,Series A,AppWorks,Governance,2025-04-22,2025,2025-04,2025Q2,10.0
Tally,8.0,80.0,Series A,BitGo,Governance,2025-04-22,2025,2025-04,2025Q2,10.0
Arch Network,13.0,200.0,Series A,Pantera Capital,Infrastructure,2025-04-22,2025,2025-04,2025Q2,15.384615384615385
Inflow,1.0,11.0,Pre-seed,Alliance,Blockchain Service,2025-04-22,2025,2025-04,2025Q2,11.0
Inflow,1.0,11.0,Pre-seed,Gnosis,Blockchain Service,2025-04-22,2025,2025-04,2025Q2,11.0
Inflow,1.0,11.0,Pre-seed,Rockstart,Blockchain Service,2025-04-22,2025,2025-04,2025Q2,11.0
Consensus Value Creation,20.0,200.0,Strategic Round,Paradigm,Blockchain Service,2025-04-20,2025,2025-04,2025Q2,10.0
Planck Network,200.0,2000.0,Funding Round,Rollman Management,Blockchain,2025-04-18,2025,2025-04,2025Q2,10.0
ZND,20.0,200.0,Funding Round,Rollman Management,DeFi,2025-04-17,2025,2025-04,2025Q2,10.0
Goodfire,50.0,500.0,Series A,Lightspeed Venture Partners,Artificial Intelligence,2025-04-17,2025,2025-04,2025Q2,10.0
Goodfire,50.0,500.0,Series A,Wing VC,Artificial Intelligence,2025-04-17,2025,2025-04,2025Q2,10.0
Goodfire,50.0,500.0,Series A,B Capital Group,Artificial Intelligence,2025-04-17,2025,2025-04,2025Q2,10.0
Goodfire,50.0,500.0,Series A,Menlo Ventures,Artificial Intelligence,2025-04-17,2025,2025-04,2025Q2,10.0
Goodfire,50.0,500.0,Series A,Anthropic,Artificial Intelligence,2025-04-17,2025,2025-04,2025Q2,10.0
Goodfire,50.0,500.0,Series A,Work-Bench,Artificial Intelligence,2025-04-17,2025,2025-04,2025Q2,10.0
Goodfire,50.0,500.0,Series A,South Park Commons,Artificial Intelligence,2025-04-17,2025,2025-04,2025Q2,10.0
Resolv Labs,10.0,100.0,Seed Round,Arrington XRP Capital,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Resolv Labs,10.0,100.0,Seed Round,Coinbase Ventures,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Resolv Labs,10.0,100.0,Seed Round,gumi Cryptos Capital,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Resolv Labs,10.0,100.0,Seed Round,Animoca Brands,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Resolv Labs,10.0,100.0,Seed Round,Robot Ventures,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Resolv Labs,10.0,100.0,Seed Round,Maven 11 Capital,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Resolv Labs,10.0,100.0,Seed Round,No Limit Holdings,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Resolv Labs,10.0,100.0,Seed Round,SCB Limited,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
WLFI,25.0,250.0,Funding Round,DWF Labs,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
ORO,6.0,60.0,Seed Round,a16z crypto CSX,Blockchain Service,2025-04-16,2025,2025-04,2025Q2,10.0
ORO,6.0,60.0,Seed Round,Delphi Ventures,Blockchain Service,2025-04-16,2025,2025-04,2025Q2,10.0
ORO,6.0,60.0,Seed Round,NEAR Foundation,Blockchain Service,2025-04-16,2025,2025-04,2025Q2,10.0
ORO,6.0,60.0,Seed Round,Orange DAO,Blockchain Service,2025-04-16,2025,2025-04,2025Q2,10.0
ORO,6.0,60.0,Seed Round,Ocular VC,Blockchain Service,2025-04-16,2025,2025-04,2025Q2,10.0
ORO,6.0,60.0,Seed Round,0G Labs,Blockchain Service,2025-04-16,2025,2025-04,2025Q2,10.0
Glider,4.0,40.0,Funding Round,a16z crypto CSX,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Glider,4.0,40.0,Funding Round,Coinbase Ventures,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Glider,4.0,40.0,Funding Round,Selini Capital,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Glider,4.0,40.0,Funding Round,Uniswap,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Glider,4.0,40.0,Funding Round,GSR Markets (GSR),DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Glider,4.0,40.0,Funding Round,MoonPay,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Glider,4.0,40.0,Funding Round,Anagram Crypto,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Glider,4.0,40.0,Funding Round,GenerativeVentures,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,Accomplice,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,Amber Group,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,Nascent,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,DCF GOD,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,Figment Capital,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,Will Price,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,Joshua Lim,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,Michael Ng,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,Jai Bhavnani,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,STIX,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,Guy Young,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,SCB Limited,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,JPEG Trading,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Neutrl,5.0,50.0,Funding Round,jez,DeFi,2025-04-16,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,1kx,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,CMT Digital,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,The Spartan Group,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,CMS Holdings,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,Animoca Brands,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,NGC Ventures,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,Robot Ventures,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,SNZ Holding,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,LongHash Ventures,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,Big Brain Holdings,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,GSR Markets (GSR),Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,Caladan (Alphalab),Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,Finality Capital Partners,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,Reforge,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Optimum,11.0,110.0,Seed Round,Triton Capital,Infrastructure,2025-04-15,2025,2025-04,2025Q2,10.0
Embr.fun,2.0,18.0,Funding Round,Robot Ventures,Meme,2025-04-15,2025,2025-04,2025Q2,9.0
Embr.fun,2.0,18.0,Funding Round,Lattice Capital,Meme,2025-04-15,2025,2025-04,2025Q2,9.0
Embr.fun,2.0,18.0,Funding Round,Daryl Lau,Meme,2025-04-15,2025,2025-04,2025Q2,9.0
Embr.fun,2.0,18.0,Funding Round,Eugene Chen,Meme,2025-04-15,2025,2025-04,2025Q2,9.0
ZenMEV,140.0,1400.0,Strategic Round,VC VentureX,DeFi,2025-04-14,2025,2025-04,2025Q2,10.0
BGSC,12.0,120.0,Series A,DuckDAO,Blockchain Service,2025-04-11,2025,2025-04,2025Q2,10.0
BGSC,12.0,120.0,Series A,BullPerks,Blockchain Service,2025-04-11,2025,2025-04,2025Q2,10.0
BGSC,12.0,120.0,Series A,MaxxCapital,Blockchain Service,2025-04-11,2025,2025-04,2025Q2,10.0
BGSC,12.0,120.0,Series A,Castrum Capital,Blockchain Service,2025-04-11,2025,2025-04,2025Q2,10.0
BGSC,12.0,120.0,Series A,Becker Ventures,Blockchain Service,2025-04-11,2025,2025-04,2025Q2,10.0
OpenZK,6.0,60.0,Funding Round,Animoca Brands,Infrastructure,2025-04-11,2025,2025-04,2025Q2,10.0
OpenZK,6.0,60.0,Funding Round,Sovereign Trust,Infrastructure,2025-04-11,2025,2025-04,2025Q2,10.0
OpenZK,6.0,60.0,Funding Round,Coinstore,Infrastructure,2025-04-11,2025,2025-04,2025Q2,10.0
APX Lending,20.0,200.0,Funding Round,Cypress Hills,Finance,2025-04-11,2025,2025-04,2025Q2,10.0
Meanwhile,40.0,190.0,Series A,Framework Ventures,Insurance,2025-04-10,2025,2025-04,2025Q2,4.75
Meanwhile,40.0,190.0,Series A,Fulgur Ventures,Insurance,2025-04-10,2025,2025-04,2025Q2,4.75
Meanwhile,40.0,190.0,Series A,Wences Casares,Insurance,2025-04-10,2025,2025-04,2025Q2,4.75
Wunder.Social,50.0,500.0,Funding Round,Rollman Management,Social,2025-04-09,2025,2025-04,2025Q2,10.0
Solix,30.0,295.0,Funding Round,Eclip Foundation,DePIN,2025-04-09,2025,2025-04,2025Q2,9.833333333333334
Lyzi,1.0,14.0,Seed Round,Tezos Foundation,Wallet,2025-04-08,2025,2025-04,2025Q2,14.0
Lyzi,1.0,14.0,Seed Round,NYX Ventures,Wallet,2025-04-08,2025,2025-04,2025Q2,14.0
Lyzi,1.0,14.0,Seed Round,Jean-Luc Bernard,Wallet,2025-04-08,2025,2025-04,2025Q2,14.0
Lyzi,1.0,14.0,Seed Round,Christopher Grilhaut des Fontaines,Wallet,2025-04-08,2025,2025-04,2025Q2,14.0
Octane,7.0,68.0,Seed Round,Balaji Srinivasan,Blockchain Service,2025-04-08,2025,2025-04,2025Q2,9.714285714285714
Octane,7.0,68.0,Seed Round,Sina Habibian,Blockchain Service,2025-04-08,2025,2025-04,2025Q2,9.714285714285714
Octane,7.0,68.0,Seed Round,Winklevoss Capital,Blockchain Service,2025-04-08,2025,2025-04,2025Q2,9.714285714285714
Octane,7.0,68.0,Seed Round,Archetype,Blockchain Service,2025-04-08,2025,2025-04,2025Q2,9.714285714285714
Octane,7.0,68.0,Seed Round,Gemini Frontier Fund,Blockchain Service,2025-04-08,2025,2025-04,2025Q2,9.714285714285714
Octane,7.0,68.0,Seed Round,Druid Ventures,Blockchain Service,2025-04-08,2025,2025-04,2025Q2,9.714285714285714
Octane,7.0,68.0,Seed Round,Legion Capital,Blockchain Service,2025-04-08,2025,2025-04,2025Q2,9.714285714285714
Octane,7.0,68.0,Seed Round,Duke Capital Partners,Blockchain Service,2025-04-08,2025,2025-04,2025Q2,9.714285714285714
DecentralGPT,3.0,30.0,Funding Round,Cherry Ventures,Infrastructure,2025-04-08,2025,2025-04,2025Q2,10.0
DecentralGPT,3.0,30.0,Funding Round,DePIN X,Infrastructure,2025-04-08,2025,2025-04,2025Q2,10.0
DecentralGPT,3.0,30.0,Funding Round,Aethir,Infrastructure,2025-04-08,2025,2025-04,2025Q2,10.0
DecentralGPT,3.0,30.0,Funding Round,BTR Capital,Infrastructure,2025-04-08,2025,2025-04,2025Q2,10.0
DecentralGPT,3.0,30.0,Funding Round,AGICrypto Capital,Infrastructure,2025-04-08,2025,2025-04,2025Q2,10.0
Firefish,2.0,18.0,Seed Round,MitonC,Finance,2025-04-08,2025,2025-04,2025Q2,9.0
Firefish,2.0,18.0,Seed Round,Braiins,Finance,2025-04-08,2025,2025-04,2025Q2,9.0
CAP,8.0,80.0,Seed Round,Bryan Pellegrino,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Spencer Noon,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Jason Yanowitz,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Lucas Kozinski,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Sonya Kim,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Selini Capital,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Franklin Templeton,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,RockawayX,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,CMCC Global,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Caladan (Alphalab),DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Flow Traders,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,IMC Financial Markets,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Superscrypt,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Fasanara Capital,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Breed,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Laser Digital,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,nonce Classic,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Presto Labs,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Auros Global,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Paper Ventures,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Flowdesk,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Curved Ventures,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,Triton Capital,DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
CAP,8.0,80.0,Seed Round,GSR Markets (GSR),DeFi,2025-04-07,2025,2025-04,2025Q2,10.0
Sats Terminal,2.0,17.0,Pre-seed,Coinbase Ventures,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,Draper Associates,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,3Commas,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,Draper Dragon,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,Tenzor Capital,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,MH Ventures,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,Delta Blockchain Fund,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,UTXO Management,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,Sats Ventures,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,Core DAO,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,domo,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,Paul Taylor,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Sats Terminal,2.0,17.0,Pre-seed,Franklin Bi,DEX,2025-04-07,2025,2025-04,2025Q2,8.5
Codex,16.0,158.0,Seed Round,Coinbase Ventures,Infrastructure,2025-04-04,2025,2025-04,2025Q2,9.875
Codex,16.0,158.0,Seed Round,Dragonfly Capital,Infrastructure,2025-04-04,2025,2025-04,2025Q2,9.875
Codex,16.0,158.0,Seed Round,Cumberland,Infrastructure,2025-04-04,2025,2025-04,2025Q2,9.875
Codex,16.0,158.0,Seed Round,Wintermute,Infrastructure,2025-04-04,2025,2025-04,2025Q2,9.875
Codex,16.0,158.0,Seed Round,Selini Capital,Infrastructure,2025-04-04,2025,2025-04,2025Q2,9.875
Codex,16.0,158.0,Seed Round,Circle Ventures,Infrastructure,2025-04-04,2025,2025-04,2025Q2,9.875
P2P.me,2.0,20.0,Seed Round,Multicoin Capital,Blockchain Service,2025-04-03,2025,2025-04,2025Q2,10.0
P2P.me,2.0,20.0,Seed Round,Coinbase Ventures,Blockchain Service,2025-04-03,2025,2025-04,2025Q2,10.0
UOS,12.0,120.0,Funding Round,Noia Capital,Gaming,2025-04-03,2025,2025-04,2025Q2,10.0
BAI,1.0,10.0,Funding Round,Foresight Ventures,Artificial Intelligence,2025-04-02,2025,2025-04,2025Q2,10.0
BAI,1.0,10.0,Funding Round,Morph,Artificial Intelligence,2025-04-02,2025,2025-04,2025Q2,10.0
Collecto,3.0,30.0,Seed Round,Marcello Albergoni,Finance,2025-04-02,2025,2025-04,2025Q2,10.0
Collecto,3.0,30.0,Seed Round,Alessandro Zanotti,Finance,2025-04-02,2025,2025-04,2025Q2,10.0
Collecto,3.0,30.0,Seed Round,Andrea Travasoni,Finance,2025-04-02,2025,2025-04,2025Q2,10.0
Collecto,3.0,30.0,Seed Round,Guido Frisiani,Finance,2025-04-02,2025,2025-04,2025Q2,10.0
Collecto,3.0,30.0,Seed Round,Gianluca Corti,Finance,2025-04-02,2025,2025-04,2025Q2,10.0
Collecto,3.0,30.0,Seed Round,Marco Bragadin,Finance,2025-04-02,2025,2025-04,2025Q2,10.0
Collecto,3.0,30.0,Seed Round,Giacomo Lorusso,Finance,2025-04-02,2025,2025-04,2025Q2,10.0
Collecto,3.0,30.0,Seed Round,Fabio Peloso,Finance,2025-04-02,2025,2025-04,2025Q2,10.0
Bloctopus,1.0,10.0,Seed Round,Brevan Howard,Infrastructure,2025-04-01,2025,2025-04,2025Q2,10.0
Bloctopus,1.0,10.0,Seed Round,Techstars,Infrastructure,2025-04-01,2025,2025-04,2025Q2,10.0
Bloctopus,1.0,10.0,Seed Round,Quantstamp,Infrastructure,2025-04-01,2025,2025-04,2025Q2,10.0
Bloctopus,1.0,10.0,Seed Round,Hivemind Capital Partners,Infrastructure,2025-04-01,2025,2025-04,2025Q2,10.0
Bloctopus,1.0,10.0,Seed Round,Iron Key Capital,Infrastructure,2025-04-01,2025,2025-04,2025Q2,10.0
Bloctopus,1.0,10.0,Seed Round,Raga Finance,Infrastructure,2025-04-01,2025,2025-04,2025Q2,10.0
The9,8.0,80.0,Strategic Round,FineWill Capital,Gaming,2025-03-31,2025,2025-03,2025Q1,10.0
