Project,Fundraise,Pre-valuation,Stage,Investors,Category,Date,Year,Month,Quarter,Valuation_Multiple
MYX Finance,5.0,50.0,Strategic Round,Woyong,DeFi,2025-03-08,2025,2025-03,2025Q1,10.0
August,10.0,100.0,Series A,Dragonfly Capital,DeFi,2025-03-07,2025,2025-03,2025Q1,10.0
August,10.0,100.0,Series A,6MV (6th Man Ventures),DeFi,2025-03-07,2025,2025-03,2025Q1,10.0
August,10.0,100.0,Series A,Foresight Ventures,DeFi,2025-03-07,2025,2025-03,2025Q1,10.0
August,10.0,100.0,Series A,SCB Limited,DeFi,2025-03-07,2025,2025-03,2025Q1,10.0
GALAXIS,5.0,50.0,Funding Round,Bolts Capital,Blockchain,2025-03-06,2025,2025-03,2025Q1,10.0
Validation Cloud,15.0,150.0,Series A,Cadenza Ventures,Infrastructure,2025-03-06,2025,2025-03,2025Q1,10.0
Validation Cloud,15.0,150.0,Series A,Blockwall Management,Infrastructure,2025-03-06,2025,2025-03,2025Q1,10.0
Validation Cloud,15.0,150.0,Series A,Blockchain Founders Fund,Infrastructure,2025-03-06,2025,2025-03,2025Q1,10.0
Validation Cloud,15.0,150.0,Series A,True Global Ventures (TGV),Infrastructure,2025-03-06,2025,2025-03,2025Q1,10.0
Validation Cloud,15.0,150.0,Series A,Side Door Ventures,Infrastructure,2025-03-06,2025,2025-03,2025Q1,10.0
Validation Cloud,15.0,150.0,Series A,Blaccelerate,Infrastructure,2025-03-06,2025,2025-03,2025Q1,10.0
Validation Cloud,15.0,150.0,Series A,GS Futures,Infrastructure,2025-03-06,2025,2025-03,2025Q1,10.0
Validation Cloud,15.0,150.0,Series A,AP Capital,Infrastructure,2025-03-06,2025,2025-03,2025Q1,10.0
Validation Cloud,15.0,150.0,Series A,Metamatic,Infrastructure,2025-03-06,2025,2025-03,2025Q1,10.0
Seismic,7.0,70.0,Seed Round,Andreessen Horowitz (a16z),Blockchain,2025-03-06,2025,2025-03,2025Q1,10.0
Seismic,7.0,70.0,Seed Round,Polychain Capital,Blockchain,2025-03-06,2025,2025-03,2025Q1,10.0
Seismic,7.0,70.0,Seed Round,1kx,Blockchain,2025-03-06,2025,2025-03,2025Q1,10.0
Seismic,7.0,70.0,Seed Round,NGC Ventures,Blockchain,2025-03-06,2025,2025-03,2025Q1,10.0
Seismic,7.0,70.0,Seed Round,dao5,Blockchain,2025-03-06,2025,2025-03,2025Q1,10.0
Fortytwo,2.0,23.0,Pre-seed,CMT Digital,Infrastructure,2025-03-06,2025,2025-03,2025Q1,11.5
Fortytwo,2.0,23.0,Pre-seed,Santiago Roel Santos,Infrastructure,2025-03-06,2025,2025-03,2025Q1,11.5
Fortytwo,2.0,23.0,Pre-seed,Big Brain Holdings,Infrastructure,2025-03-06,2025,2025-03,2025Q1,11.5
Fortytwo,2.0,23.0,Pre-seed,Chorus One,Infrastructure,2025-03-06,2025,2025-03,2025Q1,11.5
Fortytwo,2.0,23.0,Pre-seed,Keone Hon,Infrastructure,2025-03-06,2025,2025-03,2025Q1,11.5
Fortytwo,2.0,23.0,Pre-seed,Escape Velocity,Infrastructure,2025-03-06,2025,2025-03,2025Q1,11.5
Fortytwo,2.0,23.0,Pre-seed,Paul Taylor,Infrastructure,2025-03-06,2025,2025-03,2025Q1,11.5
Fortytwo,2.0,23.0,Pre-seed,Comfy capital,Infrastructure,2025-03-06,2025,2025-03,2025Q1,11.5
Fortytwo,2.0,23.0,Pre-seed,Mentat Group,Infrastructure,2025-03-06,2025,2025-03,2025Q1,11.5
AGNT,3.0,30.0,Funding Round,Alpha Sigma Capital,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
AGNT,3.0,30.0,Funding Round,Expert DoJo,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
AGNT,3.0,30.0,Funding Round,doublejump.tokyo,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
AGNT,3.0,30.0,Funding Round,IBC Ventures,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
AGNT,3.0,30.0,Funding Round,PG,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
AGNT,3.0,30.0,Funding Round,Q42,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
AGNT,3.0,30.0,Funding Round,Frekaz Group,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
AGNT,3.0,30.0,Funding Round,the Alliance,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
AGNT,3.0,30.0,Funding Round,Cointribune,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
AGNT,3.0,30.0,Funding Round,Lydian Labs,AI Agents,2025-03-05,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,Rubik Ventures,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,Symbolic Capital,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,No Limit Holdings,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,AlfaDAO,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,Auros Global,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,Decima,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,Baboon VC,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,TempleDAO,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,Halo Capital,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,Framework Ventures,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,Selini Capital,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,Animoca Brands,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,NGC Ventures,DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
IBGT,14.0,140.0,Series A,"CitizenX Crypto Ventures Fund, L.P.",DeFi,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,Framework Ventures,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,Selini Capital,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,Animoca Brands,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,NGC Ventures,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,"CitizenX Crypto Ventures Fund, L.P.",Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,Rubik Ventures,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,Symbolic Capital,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,No Limit Holdings,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,AlfaDAO,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,Auros Global,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,Decima,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,Baboon VC,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,TempleDAO,Social,2025-03-04,2025,2025-03,2025Q1,10.0
UniLive,10.0,100.0,Strategic Round,Halo Capital,Social,2025-03-04,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Coinbase Ventures,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,HashKey Capital,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Robot Ventures,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Chorus One,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Figment Capital,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Kubi Mensah,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,DBA,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Stephane Gosselin,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Eugene Chen,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Mike Neuder,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Matt Cutler,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Kiln,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Mallesh Pai,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Hyponyms,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Purple,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Doug Colkitt,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Isidoros Passadis,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
FastLane Labs,6.0,60.0,Strategic Round,Austin Adams,Blockchain Service,2025-03-03,2025,2025-03,2025Q1,10.0
Lockchain.ai,5.0,50.0,Series A,Arrington XRP Capital,Blockchain Service,2025-02-25,2025,2025-02,2025Q1,10.0
Lockchain.ai,5.0,50.0,Series A,White Star Capital,Blockchain Service,2025-02-25,2025,2025-02,2025Q1,10.0
Lockchain.ai,5.0,50.0,Series A,Lerer Hippeau,Blockchain Service,2025-02-25,2025,2025-02,2025Q1,10.0
Lockchain.ai,5.0,50.0,Series A,Sonic Boom Ventures,Blockchain Service,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,Electric Capital,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,ParaFi Capital,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,General Catalyst,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,MIT Investment Management Company,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,Khosla Ventures,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,Blockchain Coinvestors,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,Haun Ventures,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,MassMutual Ventures,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,Highland Capital Partners,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Bitwise,70.0,700.0,Funding Round,Nikesh Arora,Finance,2025-02-25,2025,2025-02,2025Q1,10.0
Mavryk Network,5.0,52.0,Funding Round,Big Brain Holdings,DeFi,2025-02-25,2025,2025-02,2025Q1,10.4
Mavryk Network,5.0,52.0,Funding Round,Ghaf Capital Partners,DeFi,2025-02-25,2025,2025-02,2025Q1,10.4
Mavryk Network,5.0,52.0,Funding Round,Cluster Capital,DeFi,2025-02-25,2025,2025-02,2025Q1,10.4
Mavryk Network,5.0,52.0,Funding Round,Collective Ventures,DeFi,2025-02-25,2025,2025-02,2025Q1,10.4
Mavryk Network,5.0,52.0,Funding Round,Metavest Capital,DeFi,2025-02-25,2025,2025-02,2025Q1,10.4
Mavryk Network,5.0,52.0,Funding Round,Atlas Fund,DeFi,2025-02-25,2025,2025-02,2025Q1,10.4
ENA,100.0,1000.0,Private Sale,Polychain Capital,DeFi,2025-02-24,2025,2025-02,2025Q1,10.0
ENA,100.0,1000.0,Private Sale,Pantera Capital,DeFi,2025-02-24,2025,2025-02,2025Q1,10.0
ENA,100.0,1000.0,Private Sale,Dragonfly Capital,DeFi,2025-02-24,2025,2025-02,2025Q1,10.0
ENA,100.0,1000.0,Private Sale,Franklin Templeton,DeFi,2025-02-24,2025,2025-02,2025Q1,10.0
ENA,100.0,1000.0,Private Sale,F-Prime Capital,DeFi,2025-02-24,2025,2025-02,2025Q1,10.0
Torch Finance,2.0,15.0,Pre-seed,Michael Egorov,DEX,2025-02-24,2025,2025-02,2025Q1,7.5
Torch Finance,2.0,15.0,Pre-seed,Yenwen Feng,DEX,2025-02-24,2025,2025-02,2025Q1,7.5
Torch Finance,2.0,15.0,Pre-seed,TVM Ventures,DEX,2025-02-24,2025,2025-02,2025Q1,7.5
Torch Finance,2.0,15.0,Pre-seed,Andrea Chang,DEX,2025-02-24,2025,2025-02,2025Q1,7.5
Torch Finance,2.0,15.0,Pre-seed,Martinet Lee,DEX,2025-02-24,2025,2025-02,2025Q1,7.5
Torch Finance,2.0,15.0,Pre-seed,Chiachih Wu,DEX,2025-02-24,2025,2025-02,2025Q1,7.5
IMUA,5.0,50.0,Seed Round,Draper Dragon,Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
IMUA,5.0,50.0,Seed Round,MH Ventures,Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
IMUA,5.0,50.0,Seed Round,Caladan (Alphalab),Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
IMUA,5.0,50.0,Seed Round,Lecca Ventures,Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
IMUA,5.0,50.0,Seed Round,No Limit Holdings,Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
IMUA,5.0,50.0,Seed Round,Tané,Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
IMUA,5.0,50.0,Seed Round,Paramita Venture,Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
IMUA,5.0,50.0,Seed Round,Reforge,Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
IMUA,5.0,50.0,Seed Round,Syntax Capital,Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
IMUA,5.0,50.0,Seed Round,57Blocks,Blockchain,2025-02-24,2025,2025-02,2025Q1,10.0
Tenor Finance,3.0,25.0,Seed Round,Coinbase Ventures,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Will Price,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Cherry Ventures,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Atka Capital,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Re7 Capital,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Daedalus,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Lattice,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Mathieu Baril,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Very Early Ventures,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,LukeYoungblood,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Rok Kopp,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Curved Ventures,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Scott Shapiro,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,Angelo,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Tenor Finance,3.0,25.0,Seed Round,jez,DeFi,2025-02-24,2025,2025-02,2025Q1,8.333333333333334
Byzantine Finance,3.0,30.0,Pre-seed,Blockwall Management,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Nicolas Bacca,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Lightshift Capital,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Richard Malone,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Henry Chen,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Owen Simonin,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Paul Taylor,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Alan Curtis,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Exor Seeds,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Kiln,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Masterkey,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Node.Capital,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Mirko Schmield,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Luke Hajdukiewicz,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Byzantine Finance,3.0,30.0,Pre-seed,Artemiy Parshakov,Infrastructure,2025-02-24,2025,2025-02,2025Q1,10.0
Memes Lab,2.0,23.0,Seed Round,Lemniscap,Gaming,2025-02-24,2025,2025-02,2025Q1,11.5
Memes Lab,2.0,23.0,Seed Round,OKX Ventures,Gaming,2025-02-24,2025,2025-02,2025Q1,11.5
Memes Lab,2.0,23.0,Seed Round,Amber Group,Gaming,2025-02-24,2025,2025-02,2025Q1,11.5
Memes Lab,2.0,23.0,Seed Round,Animoca Brands,Gaming,2025-02-24,2025,2025-02,2025Q1,11.5
Memes Lab,2.0,23.0,Seed Round,Mirana Ventures,Gaming,2025-02-24,2025,2025-02,2025Q1,11.5
Memes Lab,2.0,23.0,Seed Round,GSR Markets (GSR),Gaming,2025-02-24,2025,2025-02,2025Q1,11.5
Memes Lab,2.0,23.0,Seed Round,KuCoin Ventures,Gaming,2025-02-24,2025,2025-02,2025Q1,11.5
Memes Lab,2.0,23.0,Seed Round,TVM Ventures,Gaming,2025-02-24,2025,2025-02,2025Q1,11.5
ETHIX,1.0,10.0,Funding Round,Bybit,Blockchain,2025-02-23,2025,2025-02,2025Q1,10.0
Infinity Ground,2.0,20.0,Seed Round,Animoca Brands,Blockchain Service,2025-02-21,2025,2025-02,2025Q1,10.0
Infinity Ground,2.0,20.0,Seed Round,PAKA,Blockchain Service,2025-02-21,2025,2025-02,2025Q1,10.0
Infinity Ground,2.0,20.0,Seed Round,MH Ventures,Blockchain Service,2025-02-21,2025,2025-02,2025Q1,10.0
Infinity Ground,2.0,20.0,Seed Round,Presto Labs,Blockchain Service,2025-02-21,2025,2025-02,2025Q1,10.0
Infinity Ground,2.0,20.0,Seed Round,MARBLEX,Blockchain Service,2025-02-21,2025,2025-02,2025Q1,10.0
Infinity Ground,2.0,20.0,Seed Round,KuCoin Ventures,Blockchain Service,2025-02-21,2025,2025-02,2025Q1,10.0
Infinity Ground,2.0,20.0,Seed Round,Frachtis,Blockchain Service,2025-02-21,2025,2025-02,2025Q1,10.0
Infinity Ground,2.0,20.0,Seed Round,KnightFury,Blockchain Service,2025-02-21,2025,2025-02,2025Q1,10.0
UNT,18.0,180.0,Funding Round,Outlier Ventures,DeFi,2025-02-20,2025,2025-02,2025Q1,10.0
UNT,18.0,180.0,Funding Round,Blockchain Founders Fund,DeFi,2025-02-20,2025,2025-02,2025Q1,10.0
UNT,18.0,180.0,Funding Round,Richard Wang,DeFi,2025-02-20,2025,2025-02,2025Q1,10.0
UNT,18.0,180.0,Funding Round,Huck Seed,DeFi,2025-02-20,2025,2025-02,2025Q1,10.0
UNT,18.0,180.0,Funding Round,Alec Torelli,DeFi,2025-02-20,2025,2025-02,2025Q1,10.0
UNT,18.0,180.0,Funding Round,Yuval Rooz,DeFi,2025-02-20,2025,2025-02,2025Q1,10.0
UNT,18.0,180.0,Funding Round,Cristina Venture,DeFi,2025-02-20,2025,2025-02,2025Q1,10.0
UNT,18.0,180.0,Funding Round,Diego Gutierrez Zaldivar,DeFi,2025-02-20,2025,2025-02,2025Q1,10.0
AMMO,3.0,25.0,Pre-seed,Samsung NEXT,AI Agents,2025-02-20,2025,2025-02,2025Q1,8.333333333333334
AMMO,3.0,25.0,Pre-seed,Amber Group,AI Agents,2025-02-20,2025,2025-02,2025Q1,8.333333333333334
AMMO,3.0,25.0,Pre-seed,Openspace,AI Agents,2025-02-20,2025,2025-02,2025Q1,8.333333333333334
AMMO,3.0,25.0,Pre-seed,Dispersion Capital,AI Agents,2025-02-20,2025,2025-02,2025Q1,8.333333333333334
Mansa,3.0,30.0,Pre-seed,Tether,Blockchain Service,2025-02-20,2025,2025-02,2025Q1,10.0
Mansa,3.0,30.0,Pre-seed,Polymorphic Capital,Blockchain Service,2025-02-20,2025,2025-02,2025Q1,10.0
Mansa,3.0,30.0,Pre-seed,Faculty Group,Blockchain Service,2025-02-20,2025,2025-02,2025Q1,10.0
Mansa,3.0,30.0,Pre-seed,Trive,Blockchain Service,2025-02-20,2025,2025-02,2025Q1,10.0
Mansa,3.0,30.0,Pre-seed,Octerra Capital,Blockchain Service,2025-02-20,2025,2025-02,2025Q1,10.0
Acre,4.0,90.0,Strategic Round,Draper Dragon,DeFi,2025-02-20,2025,2025-02,2025Q1,22.5
Acre,4.0,90.0,Strategic Round,Big Brain Holdings,DeFi,2025-02-20,2025,2025-02,2025Q1,22.5
Acre,4.0,90.0,Strategic Round,Orange DAO,DeFi,2025-02-20,2025,2025-02,2025Q1,22.5
Primus Labs,7.0,65.0,Seed Round,Samsung NEXT,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Amber Group,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,SNZ Holding,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Maelstrom,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Alchemy,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,VanEck,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Hash Global,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Initial Capital,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Dispersion Capital,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Modular Capital,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Symbolic Capital,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Blockchain Builders Fund,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Karatage,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Mozaik Capital,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Arweave SCP Ventures,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Initial Ventures,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
Primus Labs,7.0,65.0,Seed Round,Welara,Infrastructure,2025-02-20,2025,2025-02,2025Q1,9.285714285714286
RSC,2.0,20.0,Funding Round,Boost VC,Blockchain Service,2025-02-19,2025,2025-02,2025Q1,10.0
Cygnus Finance,20.0,0.0,Pre-seed,eGirl Capital,Blockchain,2025-02-19,2025,2025-02,2025Q1,0.0
Cygnus Finance,20.0,0.0,Pre-seed,OKX Ventures,Blockchain,2025-02-19,2025,2025-02,2025Q1,0.0
Cygnus Finance,20.0,0.0,Pre-seed,Manifold Trading,Blockchain,2025-02-19,2025,2025-02,2025Q1,0.0
Cygnus Finance,20.0,0.0,Pre-seed,Mirana Ventures,Blockchain,2025-02-19,2025,2025-02,2025Q1,0.0
Cygnus Finance,20.0,0.0,Pre-seed,UpHonest Capital,Blockchain,2025-02-19,2025,2025-02,2025Q1,0.0
Cygnus Finance,20.0,0.0,Pre-seed,Optimism Foundation,Blockchain,2025-02-19,2025,2025-02,2025Q1,0.0
Cygnus Finance,20.0,0.0,Pre-seed,CL207,Blockchain,2025-02-19,2025,2025-02,2025Q1,0.0
Cygnus Finance,20.0,0.0,Pre-seed,G-20 Group,Blockchain,2025-02-19,2025,2025-02,2025Q1,0.0
Universal,9.0,90.0,Funding Round,Andreessen Horowitz (a16z),DEX,2025-02-19,2025,2025-02,2025Q1,10.0
Universal,9.0,90.0,Funding Round,Coinbase Ventures,DEX,2025-02-19,2025,2025-02,2025Q1,10.0
Universal,9.0,90.0,Funding Round,Four Cities Capital,DEX,2025-02-19,2025,2025-02,2025Q1,10.0
Universal,9.0,90.0,Funding Round,Data Tech Fund,DEX,2025-02-19,2025,2025-02,2025Q1,10.0
Fluent,8.0,80.0,Funding Round,Polychain Capital,Layer-2,2025-02-19,2025,2025-02,2025Q1,10.0
Fluent,8.0,80.0,Funding Round,Balaji Srinivasan,Layer-2,2025-02-19,2025,2025-02,2025Q1,10.0
Fluent,8.0,80.0,Funding Round,Santiago Roel Santos,Layer-2,2025-02-19,2025,2025-02,2025Q1,10.0
Fluent,8.0,80.0,Funding Round,Primitive Ventures,Layer-2,2025-02-19,2025,2025-02,2025Q1,10.0
Fluent,8.0,80.0,Funding Round,Scott Moore,Layer-2,2025-02-19,2025,2025-02,2025Q1,10.0
Fluent,8.0,80.0,Funding Round,Will Price,Layer-2,2025-02-19,2025,2025-02,2025Q1,10.0
Fluent,8.0,80.0,Funding Round,Cristian Manea,Layer-2,2025-02-19,2025,2025-02,2025Q1,10.0
Fluent,8.0,80.0,Funding Round,dao5,Layer-2,2025-02-19,2025,2025-02,2025Q1,10.0
